Task ID,Task,Concept,Route,Task Scope,Engineering Domain,Work Pattern,Start,Finish,Prior FTE-years,Revised FTE-years,Planned Labor Hours,Blended Loaded Rate ($000/FTE-year),Prior Labor Cost ($000),Revised Labor Cost ($000),External Engineering & Lab ($000),"Software, Compute & Data ($000)","Equipment, Materials & Fabrication ($000)","Facility, Test & Field Operations ($000)",Regulatory Review Fees ($000),"Legal, Hearing & Advisory ($000)",Travel & Field Support ($000),Other Direct ($000),Risk Allowance ($000),Prior Total Cost ($000),Revised Total Cost ($000),Allocated Program Package Share ($000),Fully Burdened Task View ($000),Low Estimate ($000),High Estimate ($000),Total Delta ($000),Total Change (%),Estimate Class,Estimate Method
D-3.1.f,Cross-Chapter Consistency & Parameter Reconciliation,Demonstrator,shared_program,demonstrator_engineering,systems_engineering,design_engineering,2027-04-01,2027-09-30,0.013756,0.25,420.0,258.153,2.928047,64.538202,22.946,10.43,0.0,0.0,0.0,0.0,3.3376,5.0064,15.93873,2.928047,122.196932,0.0,122.196932,97.757546,171.075705,119.268885,4073.33,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.1.g,"References, Acronyms, and Definitions Compilation",Demonstrator,shared_program,demonstrator_engineering,systems_engineering,design_engineering,2027-01-01,2027-06-30,0.00888,0.25,420.0,257.492,1.885944,64.373029,22.946,10.43,0.0,0.0,0.0,0.0,3.3376,5.0064,15.913954,1.885944,122.006983,0.0,122.006983,97.605587,170.809777,120.121039,6369.28,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.1.h,"Licensing & QA Review, Finalization, and Release",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2027-04-01,2027-09-30,0.007708,0.25,420.0,257.212,1.635484,64.302997,30.843,6.1686,0.0,0.0,0.0,12.3372,4.93488,7.40232,18.89835,1.635484,144.887347,0.0,144.887347,115.909877,202.842285,143.251863,8758.99,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.a,System Architecture & Boundaries,Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-04-01,2027-09-30,0.022986,0.25,420.0,230.818,4.352465,57.704581,33.8415,15.3825,0.0,0.0,0.0,0.0,4.9224,7.3836,17.885187,4.352465,137.119768,0.0,137.119768,109.695815,191.967675,132.767303,3050.39,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.b,"Turbine-Generator Design, Overspeed Protection & Missile Analysis",Demonstrator,shared_program,demonstrator_engineering,electrical,design_engineering,2027-07-01,2027-12-31,0.049914,0.25,420.0,229.119,9.37331,57.279671,23.1,10.5,0.0,0.0,0.0,0.0,3.36,5.04,14.891951,9.37331,114.171622,0.0,114.171622,91.337297,159.84027,104.798312,1118.05,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.c,"Main Steam System - Isolation, Relief, and Water Induction Prevention",Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-07-01,2027-12-31,0.03277,0.25,420.0,230.821,6.205161,57.705142,34.419,15.645,0.0,0.0,0.0,0.0,5.0064,7.5096,18.042771,6.205161,138.327913,0.0,138.327913,110.662331,193.659079,132.122752,2129.24,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.d,"Condensate & Feedwater - Pumps, Heaters, Controls",Demonstrator,shared_program,demonstrator_engineering,thermal_hydraulics,design_engineering,2027-04-01,2027-09-30,0.036002,0.25,420.0,230.83,6.817458,57.707419,32.1244,14.602,0.0,0.0,0.0,0.0,4.67264,7.00896,17.417313,6.817458,133.532732,0.0,133.532732,106.826185,186.945825,126.715274,1858.69,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.e,Transient & Accident Analyses (MSLB/Trips/Load Rejection/Loss of Condenser),Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-04-01,2027-12-31,0.039203,0.25,420.0,230.82,7.423259,57.704991,34.65,15.75,0.0,0.0,0.0,0.0,5.04,7.56,18.105749,7.423259,138.81074,0.0,138.81074,111.048592,194.335036,131.387481,1769.94,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.f,Water-Hammer & Hydraulic Transients (MS/FW/Condensate),Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-07-01,2027-12-31,0.04254,0.25,420.0,230.818,8.05506,57.704513,34.419,15.645,0.0,0.0,0.0,0.0,5.0064,7.5096,18.042677,8.05506,138.32719,0.0,138.32719,110.661752,193.658066,130.27213,1617.27,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.g,"Condenser, Vacuum & Heat Rejection Interfaces",Demonstrator,shared_program,demonstrator_engineering,thermal_hydraulics,design_engineering,2027-04-01,2027-12-31,0.065335,0.25,420.0,230.825,12.371774,57.706264,32.1244,14.602,0.0,0.0,0.0,0.0,4.67264,7.00896,17.41714,12.371774,133.531404,0.0,133.531404,106.825123,186.943965,121.15963,979.32,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.h,Steam Bypass/Dump & MSR/Gland Seal/Vacuum Systems,Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-07-01,2027-12-31,0.029452,0.25,420.0,230.825,5.577003,57.706268,34.419,15.645,0.0,0.0,0.0,0.0,5.0064,7.5096,18.04294,5.577003,138.329208,0.0,138.329208,110.663367,193.660891,132.752205,2380.35,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.i,"Controls, Interlocks, Setpoints & Protection Interfaces",Demonstrator,shared_program,demonstrator_engineering,instrumentation_controls,design_engineering,2027-04-01,2028-03-31,0.072004,0.25,420.0,230.823,13.634474,57.705752,28.6825,13.0375,0.0,0.0,0.0,0.0,4.172,6.258,16.478363,13.634474,126.334115,0.0,126.334115,101.067292,176.867761,112.699641,826.58,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.j,"Materials, Erosion/Corrosion & FAC Program",Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-04-01,2028-03-31,0.075323,0.25,420.0,230.818,14.262613,57.704536,43.02375,19.55625,0.0,0.0,0.0,0.0,6.258,9.387,20.38943,14.262613,156.318966,0.0,156.318966,125.055173,218.846553,142.056353,996.01,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.k,Piping Design/Supports & Acoustic/Vibration Checks,Demonstrator,shared_program,demonstrator_engineering,materials,design_engineering,2027-10-01,2028-03-31,0.055352,0.25,420.0,229.119,10.394528,57.279773,34.419,15.645,0.0,0.0,0.0,0.0,5.0064,7.5096,17.978966,10.394528,137.838739,0.0,137.838739,110.270991,192.974235,127.444211,1226.07,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.10.l,"FSAR Chapter 10 Drafting, Reviews & Records",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,design_engineering,2027-07-01,2028-06-30,0.078776,0.25,420.0,260.0,16.669001,65.0,26.3879,11.9945,0.0,0.0,0.0,0.0,3.83824,5.75736,16.9467,16.669001,129.9247,0.0,129.9247,103.93976,181.89458,113.255699,679.44,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.a,Source Term Definition & Process Flow Mapping,Demonstrator,shared_program,demonstrator_engineering,safety_analysis,analysis_model,2027-01-01,2027-06-30,0.04559,0.312,524.2,223.248,8.105365,69.653401,43.5825,38.74,0.0,0.0,0.0,0.0,4.8425,9.685,24.97551,8.105365,191.478911,0.0,191.478911,153.183129,268.070476,183.373546,2262.37,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.b,Gaseous Radwaste System (GRS) Design & Performance,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2027-12-31,0.055699,0.25,420.0,223.236,9.902006,55.808991,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.819649,9.902006,128.95064,0.0,128.95064,103.160512,180.530896,119.048634,1202.27,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.c,Liquid Radwaste System (LRS) Design & Performance,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-07-01,2027-12-31,0.060686,0.25,420.0,223.241,10.788858,55.810236,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.819835,10.788858,128.952071,0.0,128.952071,103.161657,180.5329,118.163213,1095.23,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.d,Effluent Monitoring & Sampling (PERM/RMS),Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.088385,0.25,420.0,224.177,15.789325,56.044182,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.854927,15.789325,129.221109,0.0,129.221109,103.376887,180.909553,113.431784,718.41,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.e,Offsite Dose Calculations - Gaseous Pathways,Demonstrator,shared_program,demonstrator_engineering,site_environmental,analysis_model,2027-04-01,2027-12-31,0.038939,0.25,420.0,224.908,6.982368,56.227047,33.525,29.8,0.0,0.0,0.0,0.0,3.725,7.45,19.609057,6.982368,150.336104,0.0,150.336104,120.268883,210.470546,143.353736,2053.08,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.f,Offsite Dose Calculations - Liquid Pathways,Demonstrator,shared_program,demonstrator_engineering,site_environmental,analysis_model,2027-07-01,2027-12-31,0.041785,0.25,420.0,224.918,7.493059,56.229389,33.525,29.8,0.0,0.0,0.0,0.0,3.725,7.45,19.609408,7.493059,150.338797,0.0,150.338797,120.271038,210.474316,142.845738,1906.37,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.g,Solid Radwaste Handling & Packaging (Interface to 10 CFR 61/71),Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.066782,0.25,420.0,224.913,11.975327,56.228175,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.882526,11.975327,129.432701,0.0,129.432701,103.546161,181.205782,117.457374,980.83,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.h,"ALARA, Shielding & Ventilation Interfaces",Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.069661,0.25,420.0,224.915,12.491751,56.228808,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.882621,12.491751,129.433429,0.0,129.433429,103.546743,181.206801,116.941678,936.15,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.i,ODCM Development & Reporting/Tech Spec Interfaces,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.131315,0.25,420.0,223.24,23.345303,55.810037,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.819806,23.345303,128.951843,0.0,128.951843,103.161474,180.53258,105.60654,452.37,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.j,Integrated Compliance Demonstration & Sensitivity Analyses,Demonstrator,shared_program,demonstrator_engineering,chemistry,analysis_model,2027-07-01,2027-12-31,0.06052,0.25,420.0,223.237,10.759143,55.809319,36.207,32.184,0.0,0.0,0.0,0.0,4.023,8.046,20.440398,10.759143,156.709717,0.0,156.709717,125.367773,219.393604,145.950574,1356.53,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.11.k,"FSAR Chapter 11 Drafting, QA Reviews & Records",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,design_engineering,2027-04-01,2028-06-30,0.092612,0.25,420.0,260.0,19.5967,65.0,26.3879,11.9945,0.0,0.0,0.0,0.0,3.83824,5.75736,16.9467,19.5967,129.9247,0.0,129.9247,103.93976,181.89458,110.328,562.99,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.a,Source Term & Operating Scenarios (Normal/Refueling/Maintenance),Demonstrator,shared_program,demonstrator_engineering,safety_analysis,analysis_model,2028-10-01,2029-09-30,0.121178,0.25,420.0,223.246,21.543805,55.811533,43.5825,38.74,0.0,0.0,0.0,0.0,4.8425,9.685,22.89923,21.543805,175.560763,0.0,175.560763,140.44861,245.785068,154.016958,714.9,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.b,Shielding & Skyshine Analyses,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2027-12-31,0.030697,0.25,420.0,224.903,5.504314,56.225853,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.882178,5.504314,129.430031,0.0,129.430031,103.544025,181.202043,123.925717,2251.43,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.c,"Radiation Zoning, Posting & Access Control",Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-07-01,2027-12-31,0.033435,0.25,420.0,224.912,5.995539,56.228054,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.882508,5.995539,129.432562,0.0,129.432562,103.54605,181.205587,123.437023,2058.81,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.d,Airborne Radioactivity Control & HVAC Interfaces,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.075189,0.25,420.0,224.906,13.482407,56.226509,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.882276,13.482407,129.430785,0.0,129.430785,103.544628,181.203099,115.948378,860.0,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.e,Area/Process Radiation Monitoring & Instrumentation,Demonstrator,shared_program,demonstrator_engineering,instrumentation_controls,design_engineering,2027-04-01,2028-03-31,0.091672,0.25,420.0,224.177,16.376515,56.044157,28.6825,13.0375,0.0,0.0,0.0,0.0,4.172,6.258,16.229124,16.376515,124.423281,0.0,124.423281,99.538624,174.192593,108.046766,659.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.f,Design Job Dose Assessments & Work Planning Inputs,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-07-01,2027-12-31,0.070801,0.25,420.0,223.242,12.58721,55.810582,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.819887,12.58721,128.952469,0.0,128.952469,103.161975,180.533457,116.365259,924.47,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.g,"Dosimetry, Surveys & Instrument Control",Demonstrator,shared_program,demonstrator_engineering,chemistry,analysis_model,2027-07-01,2027-12-31,0.027768,0.25,420.0,224.903,4.979113,56.225872,36.207,32.184,0.0,0.0,0.0,0.0,4.023,8.046,20.502881,4.979113,157.188753,0.0,157.188753,125.751002,220.064254,152.20964,3056.96,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.h,ALARA-by-Design Features & Optimization,Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-07-01,2027-12-31,0.055379,0.25,420.0,223.241,9.845371,55.810235,30.9771,14.0805,0.0,0.0,0.0,0.0,4.50576,6.75864,16.819835,9.845371,128.95207,0.0,128.95207,103.161656,180.532898,119.106699,1209.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.i,Control Room Habitability & PAM Interfaces (Cross-Check),Demonstrator,shared_program,demonstrator_engineering,chemistry,design_engineering,2027-04-01,2028-03-31,0.072375,0.25,420.0,224.903,12.977639,56.225838,30.7692,13.986,0.0,0.0,0.0,0.0,4.47552,6.71328,16.825476,12.977639,128.995314,0.0,128.995314,103.196251,180.593439,116.017675,893.98,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.j,"Program Description, Procedures & Training",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2029-01-01,2030-06-30,0.075084,0.25,420.0,224.909,13.463795,56.227292,30.636,6.1272,0.0,0.0,0.0,12.2544,4.90176,7.35264,17.624894,13.463795,135.124186,0.0,135.124186,108.099349,189.17386,121.660391,903.61,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.12.k,"FSAR Chapter 12 Drafting, Reviews & Records",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,design_engineering,2027-04-01,2028-06-30,0.092612,0.25,420.0,260.0,19.5967,65.0,26.3879,11.9945,0.0,0.0,0.0,0.0,3.83824,5.75736,16.9467,19.5967,129.9247,0.0,129.9247,103.93976,181.89458,110.328,562.99,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.a,Operations Organization & Staffing (RG 1.8; 10 CFR 50.54(m)),Demonstrator,shared_program,demonstrator_engineering,operations_maintenance,operations_program,2029-01-01,2029-09-30,0.032608,0.25,420.0,212.483,5.755741,53.120707,13.41,5.96,0.0,0.0,0.0,0.0,2.98,7.45,12.438106,5.755741,95.358813,0.0,95.358813,76.28705,133.502338,89.603072,1556.76,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.b,Conduct of Operations Programs & Procedures (SRP 13.5),Demonstrator,shared_program,demonstrator_engineering,operations_maintenance,operations_program,2028-10-01,2029-12-31,0.080155,0.25,420.0,212.484,14.1485,53.121109,13.41,5.96,0.0,0.0,0.0,0.0,2.98,7.45,12.438166,14.1485,95.359275,0.0,95.359275,76.28742,133.502985,81.210775,573.99,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.c,"SAT Training Program (Initial, Continuing, Requalification)",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2028-10-01,2030-03-31,0.150629,0.25,420.0,211.647,26.501111,52.911707,35.46945,7.09389,0.0,0.0,0.0,14.18778,5.675112,8.512668,18.577591,26.501111,142.428198,0.0,142.428198,113.942558,199.399477,115.927087,437.44,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.d,Simulator Program (ANSI/ANS-3.5; RG 1.149),Demonstrator,shared_program,demonstrator_engineering,human_factors,operations_program,2029-01-01,2030-03-31,0.086191,0.312,524.2,212.487,15.214095,66.295955,112.5,50.0,0.0,0.0,0.0,0.0,25.0,62.5,47.444393,15.214095,363.740348,0.0,363.740348,290.992279,509.236488,348.526253,2290.81,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.e,Operator Licensing Plan (10 CFR 55; NUREG-1021),Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2027-07-01,2027-12-31,0.04461,0.312,524.2,212.487,7.874391,66.296048,125.0,25.0,0.0,0.0,0.0,50.0,20.0,30.0,47.444407,7.874391,363.740455,0.0,363.740455,290.992364,509.236637,355.866064,4519.28,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.f,Emergency Preparedness (EP) Training & ERO Integration (50.47/App E),Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2029-04-01,2030-03-31,0.04763,0.25,420.0,212.48,8.407213,53.119882,30.843,6.1686,0.0,0.0,0.0,12.3372,4.93488,7.40232,17.220882,8.407213,132.026764,0.0,132.026764,105.621411,184.83747,123.619551,1470.4,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.g,Security & FFD Training Interfaces (10 CFR 73.55; 10 CFR 26),Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2029-01-01,2030-06-30,0.077223,0.25,420.0,212.482,13.630853,53.120605,30.843,6.1686,0.0,0.0,0.0,12.3372,4.93488,7.40232,17.220991,13.630853,132.027596,0.0,132.027596,105.622077,184.838634,118.396743,868.59,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.h,Operations Programs Readiness & Pre-Op Turnover,Demonstrator,shared_program,demonstrator_engineering,operations_maintenance,operations_program,2029-01-01,2030-06-30,0.080285,0.25,420.0,212.484,14.171446,53.1211,13.41,5.96,0.0,0.0,0.0,0.0,2.98,7.45,12.438165,14.171446,95.359265,0.0,95.359265,76.287412,133.502971,81.187819,572.9,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.i,"Training & Qualification Records, Audits, and QA",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2029-01-01,2030-09-30,0.041894,0.25,420.0,211.948,7.217212,52.987063,35.46945,7.09389,0.0,0.0,0.0,14.18778,5.675112,8.512668,18.588894,7.217212,142.514857,0.0,142.514857,114.011886,199.5208,135.297645,1874.65,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.13.j,"FSAR Chapter 13 Drafting, Reviews & Records",Demonstrator,shared_program,demonstrator_engineering,licensing_authorization,licensing_product,2027-07-01,2028-09-30,0.099297,0.25,420.0,260.0,21.011245,65.0,30.843,6.1686,0.0,0.0,0.0,12.3372,4.93488,7.40232,19.0029,21.011245,145.6889,0.0,145.6889,116.55112,203.96446,124.677655,593.39,Engineering planning estimate,Bottom-up activity-based estimate by work package
D-3.14.a,ITP Planning & Master Test Matrix (RG 1.68 Alignment),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2027-01-01,2027-06-30,0.007184,1.126,1891.7,227.066,1.336153,255.676764,77.203124,12.867188,77.203125,77.203125,0.0,0.0,12.867188,0.0,102.604103,1.336153,615.624617,0.0,615.624617,461.718463,923.436925,614.288464,45974.41,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.b,Prerequisite Verification & Turnover to Testing,Demonstrator,shared_program,demonstrator_experiments,site_environmental,test_experiment,2027-04-01,2027-09-30,0.012156,1.233,2071.4,222.28,2.207485,274.071678,88.201406,14.700234,88.201406,88.201406,0.0,0.0,14.700234,1e-06,113.615273,2.207485,681.691638,0.0,681.691638,511.268729,1022.537457,679.484153,30780.92,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.c,Preoperational Tests (System-Level),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-03-31,0.008502,1.068,1794.2,225.646,1.571231,240.98964,76.696874,12.782813,76.696875,76.696875,0.0,0.0,12.782813,0.0,99.329178,1.571231,595.975068,0.0,595.975068,446.981301,893.962602,594.403837,37830.46,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.d,Cold Functional Testing (CFT),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-03-31,0.014437,1.106,1858.1,221.38,2.610638,244.846812,76.696874,12.782813,76.696875,76.696875,0.0,0.0,12.782813,0.0,100.100612,2.610638,600.603674,0.0,600.603674,450.452756,900.905512,597.993036,22906.01,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.e,Hot Functional Testing (HFT),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-03-31,0.015587,1.062,1784.2,221.026,2.813884,234.729799,90.0,15.0,90.0,90.0,0.0,0.0,15.0,0.0,106.94596,2.813884,641.675759,0.0,641.675759,481.256819,962.513638,638.861875,22703.92,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.f,"Fuel Receipt, Inspection & Load Readiness",Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-03-31,0.008431,1.068,1794.2,225.705,1.558507,241.053085,76.696874,12.782813,76.696875,76.696875,0.0,0.0,12.782813,0.0,99.341867,1.558507,596.051202,0.0,596.051202,447.038401,894.076803,594.492695,38145.01,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.g,Initial Criticality & Low-Power Physics Testing (LPPT),Demonstrator,shared_program,demonstrator_experiments,neutronics,analysis_model,2029-01-01,2029-06-30,0.014901,1.867,3136.6,220.818,2.685103,412.267956,90.0,15.0,90.0,90.0,0.0,0.0,15.0,0.0,142.453591,2.685103,854.721547,0.0,854.721547,641.04116,1282.082321,852.036444,31731.98,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.h,Power Ascension Testing (PAT),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-06-30,0.012179,1.626,2731.7,222.267,2.211505,361.405502,111.210468,18.535078,111.210469,111.210469,0.0,0.0,18.535078,0.0,146.421413,2.211505,878.528477,0.0,878.528477,658.896358,1317.792715,876.316972,39625.37,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.i,Digital I&C Platform Verification & Setpoint As-Left,Demonstrator,shared_program,demonstrator_experiments,instrumentation_controls,test_experiment,2029-01-01,2029-06-30,0.0133,1.547,2599.0,221.794,2.409737,343.115295,103.540781,17.256797,103.540781,103.540781,0.0,0.0,17.256797,1e-06,137.650247,2.409737,825.90148,0.0,825.90148,619.42611,1238.852219,823.491743,34173.51,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.j,Pre-Service & Initial Inservice Testing (ASME OM),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-01-01,2029-03-31,0.014442,1.106,1858.1,221.375,2.611457,244.840922,76.696874,12.782813,76.696875,76.696875,0.0,0.0,12.782813,0.0,100.099434,2.611457,600.596606,0.0,600.596606,450.447455,900.89491,597.985149,22898.53,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.k,Containment Leakage Tests & Special Programs (Interfaces),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2027-04-01,2027-09-30,0.032495,1.492,2506.6,218.725,5.802652,326.337293,102.857343,17.142891,102.857344,102.857344,0.0,0.0,17.142891,0.0,133.839021,5.802652,803.034127,0.0,803.034127,602.275595,1204.551191,797.231475,13739.09,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.l,"ITAAC Definition, Mapping & Objective Evidence",Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2027-04-01,2027-06-30,0.010488,1.333,2239.4,224.132,1.924843,298.767776,96.503906,16.083984,96.503906,96.503906,0.0,0.0,16.083984,2e-06,124.089493,1.924843,744.536957,0.0,744.536957,558.402718,1116.805435,742.612114,38580.4,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.m,ITAAC Closure Notifications (ICNs) & UINs (10 CFR 52.99),Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-07-01,2029-12-31,0.006092,1.456,2446.1,228.887,1.142714,333.259567,95.871092,15.978516,95.871094,95.871094,0.0,0.0,15.978516,0.0,130.565976,1.142714,783.395855,0.0,783.395855,587.546891,1175.093782,782.253141,68455.72,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.n,"Data Acquisition, Calibration (M&TE) & Uncertainty",Demonstrator,shared_program,demonstrator_experiments,instrumentation_controls,analysis_model,2029-01-01,2029-09-30,0.009148,1.152,1935.4,225.548,1.691494,259.831535,50.625,8.4375,50.625,50.625,0.0,0.0,8.4375,0.0,85.716307,1.691494,514.297842,0.0,514.297842,385.723381,771.446763,512.606348,30304.95,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.o,"Test Exceptions, NCR/CAP, and Resolution",Demonstrator,shared_program,demonstrator_experiments,test_commissioning,test_experiment,2029-04-01,2029-09-30,0.007786,1.124,1888.3,226.39,1.44383,254.461993,76.696874,12.782813,76.696875,76.696875,0.0,0.0,12.782813,0.0,102.023649,1.44383,612.141892,0.0,612.141892,459.106419,918.212837,610.698062,42297.09,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.14.p,"FSAR Chapter 14 Drafting, QA Reviews & Records",Demonstrator,shared_program,demonstrator_experiments,licensing_authorization,test_experiment,2029-01-01,2029-09-30,0.029551,1.068,1794.2,247.992,5.989117,264.855218,58.800938,11.760188,47.04075,94.081499,0.0,0.0,18.8163,4.704075,100.011794,5.989117,600.070762,0.0,600.070762,450.053071,900.106142,594.081645,9919.35,R&D planning estimate,Bottom-up activity-based estimate by work package
D-3.15.a,"Event Selection, Classification & Success Criteria",Demonstrator,shared_program,demonstrator_engineering,safety_analysis,analysis_model,2027-01-01,2027-06-30,0.025697,0.25,420.0,260.0,5.437485,65.0,34.866,30.992,0.0,0.0,0.0,0.0,3.874,7.748,21.372,5.437485,163.852,0.0,163.852,131.0816,229.3928,158.414515,2913.38,Engineering planning estimate,Bottom-up activity-based estimate by work package
